,sentence,metaphor,simile,question,reference,figure_of_speech,lists,repetition,personal_statement,value_statement,explicit_goal,believe_statement,It is a rare honor in this life to follow one of your heroes,0,0.1,0.2,0.3,0.4,0.5,0.6,1,0.7,0.8,0.9,Sentence,Metaphor refers to a word or phrase used to describe an object or action that is different from its original meaning. ,Lists are composed of at least three parts and usually a maximum of five. Can be explicit (using numbers) or implicit. ,The speaker clearly expresses that he/she truly believes that the vision and goal can be achieved. ,"Most of all, we must champion the American worker and the American small business",1.1,Oh my gosh! Oh my goodness! Thank you all so much,Unnamed: 13
231,Thank you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
232,God bless you and God bless the great state of Iowa.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
233,Thank you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,"Okay, everybody ready.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,"Well, I wanna thank you all for coming in, and I spoke with the mayors of our Class one cities in the state of South Dakota earlier today.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2,We had a great conversation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3,"I wanna thank all of them that are stepping up and being calm using reasonable processes to, and data science to make their decisions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
4,Theyre really working hard on behalf of their communities throughout the state to handle the Covid 19 virus as it spreads.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
5,And we are so thankful for their leadership at this time.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
6,Our projections are that our numbers of infections will continue to go up.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
7,Please stay in contact and go to covid.sd.gov for all your information that is updated by noon each and every day.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
8,The good news that I have to report today is that we have two more people that have recovered.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
9,So our total is of eight of our positive Covid ID individuals now have fully recovered.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
10,I was on a phone call yesterday with the Vice President of the United States going over a lot of the federal response to this pandemic across the country.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
11,"And one of the statistics that he gave was that one week ago, 50,000 completed tests were processed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12,"Now more than 300,000 have been processed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
13,Thats good news.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
14,"That means that at the federal level and across the country, that more of these tests are going through the system and that we fully expect to get rid of the backlog of those tests through the commercial and public labs in the next week.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
15,I today did make sure that we put forward an executive order on state employees.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
16,"We will continue with state employees in the state of South Dakota, working from home and teleworking through May 2nd.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
17,We also wanna thank all of our school districts for the great work that they have done so far.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
18,K-12 systems have responded to serve their families and their districts.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
19,They have been giving and delivering meals at home to them.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
20,Distance learning activities have been completed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
21,Theyve just done phenomenal work on behalf of our kids.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
22,Today I also have put forward recommendations to all of our school administrators and those at the local level that kids should stay out of their school buildings until May 1st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
23,This will give us time to make sure that we are flattening and bending the curve of the spread of the infection in this state of South Dakota and it also gives them some consistency at the district level on how they will teach these children at home or at a distance.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
24,"Those school administrators have been communicating with us and school board members on how to do that and the flexibility that they need to be able to do it individually, district by district.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
25,Id like to encourage them to still continue to assist their communities as we go through this situation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
26,Ive heard of so many different innovative approaches that theyre using from delivering sac meals to hot meals.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
27,"Some districts doing more than 5,000 meals a day.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
28,"We have childcare that they are offering to healthcare workers, to law enforcement and emergency responders.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
29,I think thats fantastic that theyre using the resources that they have to meet the community needs and then also putting online learning activities for their kids so that they can continue their education at home with their families and with their parents.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
30,"Many of them that dont have internet access today, these teachers are going above and beyond and delivering instructional packets to them at home, which is making a world of difference, and well make sure that our kids stay on track with their learning opportunities.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
31,"With that, I will open it up to any questions that you may have.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,"Okay, everybody ready.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,"Well, I wanna thank you all for coming in, and I spoke with the mayors of our Class one cities in the state of South Dakota earlier today.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2,We had a great conversation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3,"I wanna thank all of them that are stepping up and being calm using reasonable processes to, and data science to make their decisions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
4,Theyre really working hard on behalf of their communities throughout the state to handle the Covid 19 virus as it spreads.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
5,And we are so thankful for their leadership at this time.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
6,Our projections are that our numbers of infections will continue to go up.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
7,Please stay in contact and go to covid.sd.gov for all your information that is updated by noon each and every day.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
8,The good news that I have to report today is that we have two more people that have recovered.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
9,So our total is of eight of our positive Covid ID individuals now have fully recovered.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
10,I was on a phone call yesterday with the Vice President of the United States going over a lot of the federal response to this pandemic across the country.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
11,"And one of the statistics that he gave was that one week ago, 50,000 completed tests were processed.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12,"Now more than 300,000 have been processed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
13,Thats good news.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
14,"That means that at the federal level and across the country, that more of these tests are going through the system and that we fully expect to get rid of the backlog of those tests through the commercial and public labs in the next week.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
15,I today did make sure that we put forward an executive order on state employees.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
16,"We will continue with state employees in the state of South Dakota, working from home and teleworking through May 2nd.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
17,We also wanna thank all of our school districts for the great work that they have done so far.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
18,K-12 systems have responded to serve their families and their districts.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
19,They have been giving and delivering meals at home to them.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
20,Distance learning activities have been completed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
21,Theyve just done phenomenal work on behalf of our kids.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
22,Today I also have put forward recommendations to all of our school administrators and those at the local level that kids should stay out of their school buildings until May 1st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
23,This will give us time to make sure that we are flattening and bending the curve of the spread of the infection in this state of South Dakota and it also gives them some consistency at the district level on how they will teach these children at home or at a distance.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
24,"Those school administrators have been communicating with us and school board members on how to do that and the flexibility that they need to be able to do it individually, district by district.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
25,Id like to encourage them to still continue to assist their communities as we go through this situation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
26,Ive heard of so many different innovative approaches that theyre using from delivering sac meals to hot meals.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
27,"Some districts doing more than 5,000 meals a day.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
28,"We have childcare that they are offering to healthcare workers, to law enforcement and emergency responders.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
29,I think thats fantastic that theyre using the resources that they have to meet the community needs and then also putting online learning activities for their kids so that they can continue their education at home with their families and with their parents.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
30,"Many of them that dont have internet access today, these teachers are going above and beyond and delivering instructional packets to them at home, which is making a world of difference, and well make sure that our kids stay on track with their learning opportunities.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
31,"With that, I will open it up to any questions that you may have.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,Good afternoon and thank you for being here today.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,I want to thank my colleagues for joining me here this afternoon in what is a very difficult time for our state and the nation.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2,Millions of people have raised their voices across the country over the weekend in a collective cry of anguish and anger.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3,The killing of George Floyd is a stain on this country.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
4,He was a 46-year-old father who had been working as a security guard for a restaurant for several years.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
5,He had recently lost his job during the pandemic.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
6,And now he’s lost his life.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
7,He was not alone.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
8,Breonna Taylor was a 26-year-old emergency room technician in Kentucky.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
9,Philando Castile was a 32-year-old school employee in Minnesota.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
10,Alton Sterling was 37 years old when he was killed in Louisiana.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
11,I don’t need to go on.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
12,A single senseless death is one too many.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
13,"To everyone who is hurting right now, I want to say I see you.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
14,I hear you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
15,I stand with you.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
16,And I add my voice to yours.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
17,Years and years of failure to reform police practices.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
18,Years of failure to hold police officers accountable.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
19,"Years of failure to bring real reforms to our criminal justice system, which incarcerates Black Americans at five times the rate of white Americans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
20,I count myself as one of the many white politicians whose good intentions haven’t done enough to tackle the scourge of systemic racism.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
21,"Yes, we passed juvenile justice reforms last year.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
22,But it took us too many years to get this done.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
23,We must go further.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
24,"Yes, we have begun justice reinvestment to reduce harsh prison sentences and reinvest the savings in crime prevention and drug treatment.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
25,But we are only scratching the surface.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
26,"We sit here today amidst a global pandemic that has sickened and killed Black, Latinx, Pacific Islander, and other communities of color at disproportionate rates.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
27,Racism and racial disparities impact every part of our culture and our economy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
28,And the pandemic has further exacerbated these disparities.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
29,People of color are less likely to have the income or savings that make it easy to stay home from work.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
30,"People of color are more likely to work on frontline jobs during the pandemic - hospitals, agriculture and food processing, grocery stores, home health care.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
31,People of color are less likely to have access to high quality health care coverage.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
32,The list goes on and on.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
33,"As we work to reopen the economy and build a safe and strong Oregon, I am committed to putting our marginalized communities at the forefront of our recovery plan.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
34,You will see more of this in the days and weeks to come.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
35,Words are not enough.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
36,We need action.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
37,Collective action.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
38,"Now before I turn the microphone over to my colleagues, let me say a few words about the dynamics of the protests, particularly in Portland.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
39,"On Friday, thousands of people gathered at several peaceful protests across the city.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
40,This was a cry for action.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
41,A call for reform.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
42,A community in mourning.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
43,"Then very late at night, much smaller groups decided to break windows and damage property.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
44,Senseless violence does not honor George Floyd’s death or create accountability.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
45,Only the hard work of racial justice will.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
46,On Saturday night there were more protests and some additional property destruction.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
47,And the city instituted a curfew.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
48,Mayor Wheeler asked me over the weekend to mobilize the National Guard and put them in direct confrontation with protesters.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
49,This was not the first time the Mayor has asked to mobilize the National Guard and not the first time I have declined.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
50,"Last night, rather than putting soldiers on the streets of Portland, I directed the Oregon State Police to deploy additional officers to support Portland Police and the Sheriff’s department.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
51,We took these state police from other communities and sent them to Portland to assist the city and the Sheriff’s office.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
52,We also had 50 National Guard members on standby nearby and ready to deploy within minutes in the event local law enforcement found themselves overwhelmed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
53,"Last night, they were not requested.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
54,"I want to thank Superintendent Hampton and the State Police for their dedication, their flexibility, and their willingness to answer the call of service.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
55,This morning the Mayor renewed his request for National Guard members.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
56,"In other cities across Oregon, local Mayors have very collaborative relationships and are able to share law enforcement personnel between cities and counties.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
57,This used to be the case in Portland.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
58,I encourage the Mayor to rebuild these collaborative law enforcement agreements with neighboring counties.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
59,"Now, after three nights of protests, local law enforcement personnel in Portland are in need of assistance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
60,"After consulting with Oregon State Police Superintendent Travis Hampton, I’m sending 100 state police from around the state - at state expense - to support the Portland Police Bureau.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
61,I have also decided to call in 50 Oregon National Guard members to provide a support function role only.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
62,"They will not be on the front lines, making arrests, or doing crowd control.",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
63,"They will be acting as support personnel, behind the scenes only.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
64,And here’s why: Our goal - and the goal of the overwhelming number of protestors - should be to reduce violence.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
65,You don’t diffuse violence by putting soldiers on our streets.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
66,Having soldiers on the street across America is exactly what President Trump wants.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
67,He made that very clear on a call this morning with Governors.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
68,Trump wants Governors to deploy the National Guard as a show of force to intimidate the public.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
69,I want to ensure that the public can safely raise their voices in this much-needed call for reform.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
70,Our National Guard members are Oregonians taking time away from their families to serve their fellow Oregonians.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
71,They are volunteers.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
72,"They will be on hand to provide support to local officials - comfort and care for the injured, processing arrests, and directing traffic - much as they do when they are asked to respond to wildfires.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
73,I’m incredibly grateful for their service.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
74,I will turn it over to Commissioner Hardesty.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
0,All right.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1,Good morning everybody.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2,"Today we continue to hurt for the city of Louisville, the commonwealth of Kentucky, and the family of Brianna Taylor.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
3,"For the last several months, this commonwealth has been dealing with the pandemic that is laid bare, and put on full display our societys inequalities and injustice.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
